Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
;Harvey White;13;M (C);Midfielder;Yes;DM, M (C);12;11;10;13;12;15;11;13;11;13;C-;Unknown;Athleticism;Suriname;Reasonable;England;False;Very Strong;178 cm;24;Good;Extensive Knowledge;Above Average;12;15;12;10;12;8;3;12;9;8;10;12;England;;14;14;10;12;9;11;;12;8;13;12;7;11;9;8;3;3;2;1;1;1;1;2;2;3;€350K - €3.5M;C-
;Harry Souttar;7;D (C);Centre-back;Yes;D (C);9;13;20;12;9;13;15;5;13;10;C-;Speed;Heading;Scotland;Very Strong;Scotland;False;Reasonable;200 cm;26;Really Good;Extensive Knowledge;Below Average;14;10;12;9;4;16;2;9;3;7;3;5;England;Sky Bet Championship;14;12;8;12;4;11;Leicester;12;4;16;13;13;11;12;11;2;1;2;4;2;1;3;1;2;2;€300K - €7.4M;C-
;Karl Darlow;7-9;GK;Goalkeeper;Yes;GK;13;13;13-16;11-13;7-9;8-10;11-14;4-6;2-5;7-9;C-;Unknown;Unknown;Pays Basque;Very Strong;England;False;Weak;190 cm;34;Fair;None;Low;1-2;2-4;6-8;1-4;2-4;6-8;14;8;1-2;3-5;1-2;2-5;England;National 3 - Group E;15-17;11-13;5-7;16;2-4;9;Leeds;12;2-5;11-14;12;6-8;13;13;13;13;16;13;13;13;13;13;11;5;15;€375K - €3.8M;C-
;Harvey White;13;M (C);Midfielder;Yes;DM, M (C);12;11;10;13;12;15;11;13;11;13;C-;Unknown;Athleticism;Suriname;Reasonable;England;False;Very Strong;178 cm;24;Good;Extensive Knowledge;Above Average;12;15;12;10;12;8;3;12;9;8;10;12;England;Sky Bet League One;14;14;10;12;9;11;Stevenage;12;8;13;12;7;11;9;8;3;3;2;1;1;1;1;2;2;3;€350K - €3.5M;C-
Wnt;Tuomas Ollila;13-17;D (L);Full-back;Yes;D/WB/M (L);11-15;10-14;4-8;12-16;12-16;9-15;7-13;6-10;3-7;5-11;D;Heading;Speed;England;Reasonable;Finland;True;Very Strong;173 cm;25;Scouting Required;Minimal Knowledge;High;9-13;12-16;11-15;6-12;4-10;6-10;1-5;9-15;6-10;9-13;11-15;9-13;Italy;;8-14;10-14;6-10;9-13;7-11;13-17;Juve Stabia;6-12;5-9;9-15;9-13;8-12;8-14;7-11;8-12;1-5;1-5;1-3;1-3;1-3;1-2;1-3;1-3;1-2;2-6;€400K - €1.3M;D
;Freddie Woodman;10;GK;Goalkeeper;Yes;GK;14;12;15;12;9;13;12;7;2;8;D;Team Player;Unknown;Spain;Very Strong;England;False;Reasonable;188 cm;28;Good;Extensive Knowledge;Below Average;2;10;7;3;2;7;11;10;2;1;2;5;England;Premier League;11;11;6;16;2;10;Liverpool;11;5;12;14;10;11;13;10;11;12;11;13;15;13;10;10;8;14;€28K - €275K;D
;Aldo Rocha;9-13;M (C);Midfielder;Yes;DM, M (C);14-18;8-12;4-10;9-13;11-15;11-15;4-10;-;-;12-16;D;Intelligence;Team Player;England;Very Strong;Mexico;False;Fairly Strong;170 cm;32;Scouting Required;Minimal Knowledge;Very Low;10-14;-;9-13;-;10-14;5-9;-;9-15;9-13;11-15;6-10;-;Mexico;;12-16;11-15;9-13;9-13;12-16;10-14;Atlas;-;10-16;9-15;10-16;9-13;8-14;-;12-16;-;-;-;-;-;-;-;-;-;-;€85K - €850K;D
;Casper De Norre;12;M (C);Midfielder;Yes;DM, M (C);11;12;8;14;12;13;9;9;11;15;D;Unknown;Skill;England;Very Strong;Belgium;True;Weak;175 cm;28;Good;Extensive Knowledge;Average;12;10;15;8;9;7;1;14;9;12;13;12;England;Sky Bet Championship;14;13;14;12;14;12;Millwall;12;14;14;12;10;16;14;10;3;1;3;2;1;2;3;1;2;1;€650K - €4M;D
Wnt;Tuomas Ollila;13-17;D (L);Full-back;Yes;D/WB/M (L);11-15;10-14;4-8;12-16;12-16;9-15;7-13;6-10;3-7;5-11;D;Heading;Speed;England;Reasonable;Finland;True;Very Strong;173 cm;25;Scouting Required;Minimal Knowledge;High;9-13;12-16;11-15;6-12;4-10;6-10;1-5;9-15;6-10;9-13;11-15;9-13;Italy;Serie BKT;8-14;10-14;6-10;9-13;7-11;13-17;Juve Stabia;6-12;5-9;9-15;9-13;8-12;8-14;7-11;8-12;1-5;1-5;1-3;1-3;1-3;1-2;1-3;1-3;1-2;2-6;€400K - €1.3M;D
;Aldo Rocha;9-13;M (C);Midfielder;Yes;DM, M (C);14-18;8-12;4-10;9-13;11-15;11-15;4-10;-;-;12-16;D;Intelligence;Team Player;England;Very Strong;Mexico;False;Fairly Strong;170 cm;32;Scouting Required;Minimal Knowledge;Very Low;10-14;-;9-13;-;10-14;5-9;-;9-15;9-13;11-15;6-10;-;Mexico;First Division;12-16;11-15;9-13;9-13;12-16;10-14;Atlas;-;10-16;9-15;10-16;9-13;8-14;-;12-16;-;-;-;-;-;-;-;-;-;-;€85K - €850K;D
ESC;;15;D (L);Full-back;Yes;D/WB/M (L);9;10;11;12;16;12;13;8;11;9;;Unknown;Speed;France;Reasonable;;False;Very Strong;180 cm;28;Okay;Extensive Knowledge;Above Average;12;7;12;12;9;9;3;11;11;11;14;12;England;Saudi Premier Division;12;11;10;11;12;10;;9;8;14;11;12;12;11;11;2;2;1;2;3;2;3;1;3;2;€300K - €2.9M;Practical
;;14;AM (R);Winger;Yes;AM (RLC), ST (C);13;12;9;13;14;13;9;9;5-7;13;;Unknown;Team Player;Guadeloupe;Fairly Strong;Spain;True;Very Strong;174 cm;28;Slightly Poor;Reasonable Knowledge;Average;5-7;13;12;5-7;10;10-12;2-4;13;14;13;12;9;Spain;;14;13;11;7-10;14;7-9;;11;13;13;10-12;12-14;12;10-13;16;1-2;1-2;1;2-5;3-5;1-2;1-3;1-4;2-4;2-4;€8M - €9.6M;Practical
;;4-6;GK;Veteran goalkeeper;Yes;GK;9;10;13-15;12-14;4-7;6-8;12-14;5-8;1-2;6-8;;Unknown;Unknown;Haiti;Very Strong;England;False;Weak;188 cm;39;Quite Good;None;Very High;2-5;1-3;11-13;3-5;1-3;7-10;16;8;1-3;2-4;1-3;1-3;England;;4-6;17-20;10-13;14;1-3;18;;14;1-2;13-15;17;6-8;10;12;14;11;11;14;11;5;12;15;10;6;13;€65K - €650K;Practical
;;10-12;GK;Goalkeeper;Yes;GK;12;10;13-15;13-15;5-7;7-9;10-12;6-9;2-4;9-11;;Unknown;Unknown;England;Very Strong;England;True;Weak;186 cm;22;Good;None;High;1-2;1-3;6-8;1-2;2-4;1-2;8;8;2-5;1-4;2-4;4-6;England;;7-9;7-9;2-4;11;1-3;7;;9;2-4;12-14;11;10-12;8;11;12;7;8;14;13;6;8;10;10;5;12;€0 - €50K;Practical
;;10;M/AM (C);Midfielder;Yes;M/AM (C);11;11;11;15;10;14;12;7;8;10;;Unknown;Unknown;Russia;Very Strong;England;False;Fairly Strong;183 cm;30;Good;None;Very Low;10;8;11;6;11;10;2;11;12;12;8;7;England;Sky Bet Championship;14;13;9;9;12;12;;11;8;14;13;13;12;11;12;2;1;2;2;1;3;1;3;2;3;€75K - €750K;Practical
ESC;Andrija Vukčević;15;D (L);Full-back;Yes;D/WB/M (L);9;10;11;12;16;12;13;8;11;9;D;Unknown;Speed;France;Reasonable;Montenegro;False;Very Strong;180 cm;28;Okay;Extensive Knowledge;Above Average;12;7;12;12;9;9;3;11;11;11;14;12;England;Sky Bet Championship;12;11;10;11;12;10;Preston;9;8;14;11;12;12;11;11;2;2;1;2;3;2;3;1;3;2;€300K - €2.9M;D
;Roger Brugué;14;AM (R);Winger;Yes;AM (RLC), ST (C);13;12;9;13;14;13;9;9;5-7;13;D;Unknown;Team Player;Guadeloupe;Fairly Strong;Spain;True;Very Strong;174 cm;28;Slightly Poor;Reasonable Knowledge;Average;5-7;13;12;5-7;10;10-12;2-4;13;14;13;12;9;Spain;First Division;14;13;11;7-10;14;7-9;Levante;11;13;13;10-12;12-14;12;10-13;16;1-2;1-2;1;2-5;3-5;1-2;1-3;1-4;2-4;2-4;€8M - €9.6M;D
;Tom Heaton;4-6;GK;Veteran goalkeeper;Yes;GK;9;10;13-15;12-14;4-7;6-8;12-14;5-8;1-2;6-8;D;Unknown;Unknown;Haiti;Very Strong;England;False;Weak;188 cm;39;Quite Good;None;Very High;2-5;1-3;11-13;3-5;1-3;7-10;16;8;1-3;2-4;1-3;1-3;England;Premier League;4-6;17-20;10-13;14;1-3;18;Man Utd;14;1-2;13-15;17;6-8;10;12;14;11;11;14;11;5;12;15;10;6;13;€65K - €650K;D
;Dermot Mee;10-12;GK;Goalkeeper;Yes;GK;12;10;13-15;13-15;5-7;7-9;10-12;6-9;2-4;9-11;D;Unknown;Unknown;England;Very Strong;England;True;Weak;186 cm;22;Good;None;High;1-2;1-3;6-8;1-2;2-4;1-2;8;8;2-5;1-4;2-4;4-6;England;Premier League;7-9;7-9;2-4;11;1-3;7;Man Utd;9;2-4;12-14;11;10-12;8;11;12;7;8;14;13;6;8;10;10;5;12;€0 - €50K;D
;Alex Gilbey;10;M/AM (C);Midfielder;Yes;M/AM (C);11;11;11;15;10;14;12;7;8;10;D;Unknown;Unknown;Russia;Very Strong;England;False;Fairly Strong;183 cm;30;Good;None;Very Low;10;8;11;6;11;10;2;11;12;12;8;7;Australia;Isuzu UTE A-League;14;13;9;9;12;12;Auckland FC;11;8;14;13;13;12;11;12;2;1;2;2;1;3;1;3;2;3;€75K - €750K;D
;Jonathan dos Santos;13;M (C);Veteran midfielder;Yes;DM, M (C);12;13;7;9;10;10;11;10;12;14;D;Unknown;Technique;Brazil;Very Strong;Mexico;True;Reasonable;172 cm;35;Excellent;Extensive Knowledge;Very Low;11;12;16;8;14;9;3;14;8;11;15;16;Mexico;First Division;12;13;14;11;10;12;Club América;13;9;11;12;14;12;13;13;1;2;1;2;1;2;1;3;1;2;€24K - €230K;D
;Calvin Ramsay;14;D (R);Full-back;Yes;D/WB (R);13;13;10;8;14;10;10;9-11;11;15;D;Heading;Speed;Croatia;Very Strong;Scotland;False;Fairly Strong;177 cm;22;Very Good;Reasonable Knowledge;Above Average;11;6-8;14;6-9;6-9;8;1-3;12;6-8;11;11;6-8;England;Sky Bet League One;13;13;12-14;11;11-13;9-11;Luton;10;12-14;16;12;11;13;11;10;1-3;3-5;1-3;1-3;1-2;1-3;1-4;2-4;1;2-4;€110K - €1.1M;D
;Joe Worrall;10;D (C);Centre-back;Yes;D (C);9;10;16;12;8;14;15;4-6;12;10;D;Speed;Heading;France;Very Strong;England;False;Reasonable;193 cm;28;Fair;Reasonable Knowledge;Below Average;14;4-7;10;6-8;5;14;1-3;10;3-5;6;5-8;5-7;England;Premier League;14;15;8-10;13;6-9;15;Burnley;12;6-8;13;12;14;12;12;16;2-4;4-6;4-6;1;1-3;1-3;1-3;2-5;1-2;1-3;€230K - €2.3M;D
;Samuel Silvera;13-17;AM (L);Winger;Yes;M/AM (RL);11-15;11-15;7-11;10-14;10-16;10-16;5-9;6-10;9-13;10-16;D;Unknown;Speed;Jamaica;Very Strong;Australia;False;Reasonable;173 cm;24;Scouting Required;Minimal Knowledge;Above Average;3-9;4-8;9-13;1-4;10-16;2-8;1-3;7-11;8-12;11-15;7-11;12-16;England;Second Division;9-15;7-13;6-12;7-11;10-14;2-6;Middlesbrough;9-15;13-17;4-8;11-15;8-12;6-10;9-13;8-12;1;1-5;1-5;1-4;1-6;1-5;1-7;1-3;4-8;1-3;€1.4M;D
;Kim Dong-Hyun;7;DM;Midfielder;Yes;DM, M (C);12;9;13;12;12;14;15;10-12;10-13;13;D;Unknown;Athleticism;The Gambia;Very Strong;South Korea;False;Fairly Strong;182 cm;28;Slightly Poor;Reasonable Knowledge;Very Low;12;11-13;16;7-10;12;12;1-4;13;11;10;10;5-8;South Korea;R1 - Occitanie - A;14;13;14;15;7-9;16;Gangwon;11-13;10;10;11-14;11;11-14;12-14;11;1-4;1-3;1-2;1-2;1-3;2-5;1-3;2-4;1-4;1-3;€1.1M - €2.5M;D
;Vózinha;8;GK;Goalkeeper;Yes;GK;13;10;15;8-10;10;9-12;12;3-5;2-4;9-12;D;Unknown;Unknown;Brazil;Very Strong;Cape Verde;False;Reasonable;189 cm;39;Quite Good;Reasonable Knowledge;Very Low;1-2;2-4;8-10;1-3;2-5;5-8;10;6;1-3;1-2;2-4;3-5;Portugal;;13;11-14;8-11;13;2-4;15;Chaves;11;7-9;12-14;11;8;11;12;13;14;12;12;12;16;12;13;15;14;11;€8K - €80K;D
;Kim Tae-Hyun;13;D (R);Full-back;Yes;D (RL), DM, M/AM (C);13;12;9;12;11;13;11;7-10;12;11;D;Heading;Team Player;Kosovo;Very Strong;South Korea;False;Fairly Strong;175 cm;28;Exceptional;Reasonable Knowledge;Very Low;11;6-8;12;4;6-8;9;2-4;10;8-11;12;13;9-11;South Korea;;12;10;8-11;12;7-9;9-11;Jeonbuk;13;7-9;10;12;14;8;12;15;3-5;1-3;1-3;1-2;1;1-3;1;1-2;1-2;1-3;€85K - €850K;D
;Jaouad El Yamiq;9;D (C);Centre-back;Yes;D (C);8;9;17;13;13;12;15;2-5;14;11;D;Unknown;Heading;Spain;Very Strong;Morocco;False;Weak;193 cm;33;Quite Good;Reasonable Knowledge;Above Average;15;7-9;11;7-9;8-10;14;2-4;11;3-6;8;6-8;3-5;Spain;;11;14;9-12;14;7-9;15;Zaragoza;12;8-10;15;12;14;12;13;15;2-4;1-3;2-5;1-4;1-2;1-2;1-2;2-4;1-2;1-2;€26K - €250K;D
;Roberto Alvarado;13-19;AM (L);Winger;Yes;M (L), AM (RL);10-14;12-16;5-11;8-14;11-15;11-15;7-11;10-14;-;11-15;D;Unknown;Speed;France;Reasonable;Mexico;False;Very Strong;172 cm;27;Scouting Required;Minimal Knowledge;Very Low;-;4-8;11-17;-;11-15;-;-;13-17;14-18;12-16;13-19;9-15;Mexico;Saudi Premier Division;8-12;10-14;12-16;-;9-13;9-15;Chivas;11-15;8-14;9-13;10-16;-;12-16;-;14-18;-;-;-;-;-;-;-;-;-;-;€8M - €10M;D
;Vózinha;8;GK;Goalkeeper;Yes;GK;13;10;15;8-10;10;9-12;12;3-5;2-4;9-12;D;Unknown;Unknown;Brazil;Very Strong;Cape Verde;False;Reasonable;189 cm;39;Quite Good;Reasonable Knowledge;Very Low;1-2;2-4;8-10;1-3;2-5;5-8;10;6;1-3;1-2;2-4;3-5;Portugal;Second League;13;11-14;8-11;13;2-4;15;Chaves;11;7-9;12-14;11;8;11;12;13;14;12;12;12;16;12;13;15;14;11;€8K - €80K;D
;Kim Tae-Hyun;13;D (R);Full-back;Yes;D (RL), DM, M/AM (C);13;12;9;12;11;13;11;7-10;12;11;D;Heading;Team Player;Kosovo;Very Strong;South Korea;False;Fairly Strong;175 cm;28;Exceptional;Reasonable Knowledge;Very Low;11;6-8;12;4;6-8;9;2-4;10;8-11;12;13;9-11;South Korea;K League 1;12;10;8-11;12;7-9;9-11;Jeonbuk;13;7-9;10;12;14;8;12;15;3-5;1-3;1-3;1-2;1;1-3;1;1-2;1-2;1-3;€85K - €850K;D
;Jaouad El Yamiq;9;D (C);Centre-back;Yes;D (C);8;9;17;13;13;12;15;2-5;14;11;D;Unknown;Heading;Spain;Very Strong;Morocco;False;Weak;193 cm;33;Quite Good;Reasonable Knowledge;Above Average;15;7-9;11;7-9;8-10;14;2-4;11;3-6;8;6-8;3-5;Spain;Second Division;11;14;9-12;14;7-9;15;Zaragoza;12;8-10;15;12;14;12;13;15;2-4;1-3;2-5;1-4;1-2;1-2;1-2;2-4;1-2;1-2;€26K - €250K;D
Wnt;Rominigue Kouamé;13;M (C);Midfielder;Yes;DM, M (C);13-15;12;12;14;13;15;12;7-9;6-8;14;D;Marking;Athleticism;Ivory Coast;Reasonable;Ivory Coast;False;Very Strong;177 cm;28;Fair;Reasonable Knowledge;Above Average;10;6-8;15;6-9;11;10;3-6;15;8;12;12;5-7;Spain;Second Division;13;10;13;8;11-13;5;Cádiz;9-12;12;10;10-12;7;9-12;10-12;12;1-4;1-3;2-4;1-2;1-4;1-3;1-2;1-2;1;2-4;€120K - €1.2M;D
;Giacomo Manzari;12;AM (R);Winger;Yes;AM (RLC), ST (C);13;11;10;11;12;12;10;9;5-7;13;D;Unknown;Speed;Kosovo;Weak;Italy;True;Very Strong;178 cm;25;Okay;Reasonable Knowledge;Below Average;5-8;10;12;5-7;10;8-11;1-3;13;11;13;11;8;Italy;;11;11;10;7-9;10;8-10;Perugia;11;12;12;12-14;8-10;11;11-13;10;1;1-2;1-2;1-2;1-3;1-3;2-5;2-4;3-5;2-4;€190K - €600K;D
;Colin Dagba;11-15;D (R);Full-back;Yes;D (RL);11-15;7-11;5-9;11-15;10-16;11-17;6-10;4-8;11-15;11-17;D;Heading;Speed;France;Very Strong;France;True;Reasonable;170 cm;27;Scouting Required;Minimal Knowledge;Very Low;7-13;5-9;11-15;4-8;6-12;6-12;-;9-13;5-9;11-15;11-15;10-14;Belgium;Lower Saxony;12-18;10-16;6-12;9-13;12-16;6-10;Beerschot;9-15;11-15;8-12;13-17;8-12;9-13;9-13;6-10;-;-;-;-;-;-;-;-;-;-;€600K - €1.4M;D
;Takahiro Ohgihara;7-11;DM;Tireless defensive midfielder;Yes;DM, M (C);6-10;10-14;9-13;20;10-14;13-19;11-17;11-15;9-13;10-16;D;Unknown;Team Player;Jamaica;Weak;Japan;False;Very Strong;185 cm;33;Scouting Required;Minimal Knowledge;Very Low;11-15;6-10;18-20;6-12;9-15;10-14;2-8;12-18;6-10;10-14;13-17;9-13;Japan;Saudi Premier Division;13-19;14-18;12-16;11-15;11-15;8-12;Kobe;12-18;4-8;14-20;10-14;11-15;14-20;14-18;12-16;1-6;1-3;1-3;1-3;1-3;1;1-4;1-5;1;2-6;€35K - €350K;D
;Giacomo Manzari;12;AM (R);Winger;Yes;AM (RLC), ST (C);13;11;10;11;12;12;10;9;5-7;13;D;Unknown;Speed;Kosovo;Weak;Italy;True;Very Strong;178 cm;25;Okay;Reasonable Knowledge;Below Average;5-8;10;12;5-7;10;8-11;1-3;13;11;13;11;8;Italy;Serie C/B;11;11;10;7-9;10;8-10;Perugia;11;12;12;12-14;8-10;11;11-13;10;1;1-2;1-2;1-2;1-3;1-3;2-5;2-4;3-5;2-4;€190K - €600K;D
;Takahiro Ohgihara;7-11;DM;Tireless defensive midfielder;Yes;DM, M (C);6-10;10-14;9-13;20;10-14;13-19;11-17;11-15;9-13;10-16;D;Unknown;Team Player;Jamaica;Weak;Japan;False;Very Strong;185 cm;33;Scouting Required;Minimal Knowledge;Very Low;11-15;6-10;18-20;6-12;9-15;10-14;2-8;12-18;6-10;10-14;13-17;9-13;Japan;J1 League;13-19;14-18;12-16;11-15;11-15;8-12;Kobe;12-18;4-8;14-20;10-14;11-15;14-20;14-18;12-16;1-6;1-3;1-3;1-3;1-3;1;1-4;1-5;1;2-6;€35K - €350K;D
;Kiril Despodov;16;AM (R);Winger;Yes;AM (RL), ST (C);13;13;10;12;14;11;10;15;3-5;13;D;Team Player;Speed;Scotland;Very Strong;Bulgaria;True;Reasonable;180 cm;28;Exceptional;Reasonable Knowledge;Very Low;7-9;13;13;6-9;11;9-11;1-4;12;13;13;14;15;Greece;Super League 1;9;13;13;7-9;13;14-16;PAOK;10;15;16;6-8;8-10;11;11-13;7;1-3;2-4;2-4;2-4;1-4;1;1-2;1-3;1-3;3-5;€6.6M - €10M;D
;Jindřich Staněk;9-15;GK;Goalkeeper;Yes;GK;12-18;11-15;15-19;-;7-11;-;17-20;-;-;5-9;D;Unknown;Athleticism;Suriname;Very Strong;Czechia;True;Weak;192 cm;29;Scouting Required;Minimal Knowledge;Very Low;-;-;-;-;-;-;6-10;5-9;-;-;-;-;Czechia;First Division;1-3;8-12;-;8-12;-;3-9;Slavia;13-17;-;-;13-17;5-11;9-13;11-17;10-14;11-15;13-17;15-19;13-17;14-18;11-15;9-13;6-12;8-12;13-19;€4.6M - €7.6M;D
ESC;Collins Sichenje;12;D (C);Centre-back;Yes;D (C), DM, M (C);11;13;13;12;13;13;14;5-8;12;9;D;Unknown;Speed;Italy;Very Strong;Kenya;False;Weak;189 cm;22;Okay;Reasonable Knowledge;Below Average;12;6-8;8;8-10;8;11;2-4;8;4-7;6;8-10;5-7;England;Second Division;11;11;8-11;10;9-11;8;Charlton;11;7-9;13;12;17;12;12;14;1-3;1-4;1-4;1-3;1-2;1-3;1-3;1-2;2-4;1-3;€1.2M - €2.6M;D
;Teddy Sharman-Lowe;9;GK;Goalkeeper;Yes;GK;10;9;15;11-14;6;11-13;9;9-11;1-2;6-8;D;Unknown;Kicking;Pays Basque;Very Strong;England;False;Weak;194 cm;22;Fair;Reasonable Knowledge;Above Average;2-4;2-4;8-11;1-2;1-3;1-2;12;5;2-4;1;1-3;3-6;England;National 3 - Group E;11;10-12;10-12;12;1-2;7;Chelsea;12;1-2;12-14;10;10;11;11;11;13;10;15;13;14;12;13;16;8;13;€18K - €170K;D
;Giorgi Gocholeishvili;14;D (R);Full-back;Yes;D/WB (R);13;12;8;15;13;13;11;7-10;11;12;D;Heading;Team Player;England;Very Strong;Georgia;False;Fairly Strong;178 cm;24;Okay;Reasonable Knowledge;Below Average;12;9-12;12;12;11-13;6;1-2;11;6-9;13;13;11-13;Germany;Second League;16;13;8-10;11;11-14;7-9;Hamburger SV;11;11-13;16;10;16;12;11;15;1-3;1-2;1;1-4;1-3;3-5;2-4;1-3;1-3;1-2;€500K - €5.2M;D
;;14;AM (L);Winger;Yes;M (RL), AM (RLC);13;14;5;9;14;12;6;15;3-5;16;;Team Player;Skill;England;Very Strong;Spain;True;Fairly Strong;170 cm;28;Okay;Reasonable Knowledge;Average;3-5;15;14;5-7;15;3-5;2-4;14;13;15;14;15;Spain;Second Division;7;9;15;3-6;13;7-9;Cádiz;11;17;9;11-13;6-8;13;11-14;9;1-2;1-2;1-3;2-5;1-3;1-2;2-4;1-2;1-2;1-2;€6.8M - €8.4M;Last Resort
;;9-13;M (C);Midfielder;Yes;M/AM (RLC);11-15;11-15;7-13;8-12;11-15;11-15;7-13;13-17;7-13;11-15;;Marking;Technique;Russia;Very Strong;France;True;Fairly Strong;178 cm;30;Scouting Required;Minimal Knowledge;Above Average;6-10;13-17;10-14;4-10;13-17;7-11;1-5;8-14;9-13;12-16;9-13;13-19;France;Isuzu UTE A-League;9-13;10-14;10-14;7-11;12-16;3-7;;9-13;10-16;9-15;9-15;5-9;7-13;11-15;10-14;1-4;1-3;1-5;1-3;1-4;1-7;1-3;3-7;1-6;1-3;€230K - €2.3M;Surplus to requirements
;;14;M (C);Midfielder;Yes;DM, M/AM (C);15;13;7;15;10;12;7;7-9;9-12;11;;Unknown;Team Player;England;Very Strong;England;False;Weak;173 cm;23;Fairly Good;Reasonable Knowledge;Very Low;11;1-3;11;5-7;7;8;2-4;10;6;11;8;4-7;England;Premier League;14;13;9;12;8;8;;10-12;7;13;8-11;15;9-11;9-11;14;2-4;1-2;1-3;4-6;2-4;1-3;1-3;1;1-2;1-3;€100K - €300K;Last Resort
;;12;DM;Midfielder;Yes;DM, M (C);11;13;13;12;12;14;14;8-10;14-16;11;;Unknown;Marking;Haiti;Very Strong;England;True;Weak;183 cm;26;Quite Poor;Reasonable Knowledge;Very Low;14;7-9;12;2-4;10;12;1-2;12;11;9;8;4-6;Portugal;;13;13;12;12;13;9;;11-14;12;13;14-16;12;11-13;12-14;13;1-2;1-4;1-3;1-3;1-4;2-4;3-6;1-2;3-5;2-4;€200K - €2M;Last Resort
;;11;DM;Midfielder;Yes;DM, M (C);10;12;13;12;10;12;11;4-6;9-11;13;;Unknown;Marking;Guadeloupe;Reasonable;Spain;True;Very Strong;187 cm;34;Really Good;Reasonable Knowledge;Below Average;12;7-9;12;10-13;8;12;2-5;11;5;7;11;4-6;Spain;Second Division;11;15;14;14;11-13;16;;11-14;6;16;14-16;12;14-17;10-12;11;1-3;2-4;2-4;1-3;1-3;2-4;2-5;1-2;1-2;3-5;€35K - €100K;Last Resort
;;11;DM;Midfielder;Yes;DM, M (C);13;14;9;13;8;13;11;13-16;8-10;14;;Unknown;Skill;France;Very Strong;Montenegro;True;Reasonable;178 cm;28;Quite Good;Reasonable Knowledge;Below Average;11;11-14;14;5-7;8;8;2-4;14;7;13;14;13-15;England;Saudi Premier Division;12;15;12;11;10;12;;14-16;13;12;12-14;10;13-15;10-13;10;1-3;1-3;1;1-3;3-5;2-4;2-4;1-2;1-3;2-4;€950K - €2.1M;Last Resort
Loa;;13;AM (C);Midfielder;Yes;M/AM (C);13;7;4;6;13;6;4;4;7;11;;Unknown;Unknown;Ivory Coast;Very Strong;Belgium;False;Strong;171 cm;19;Okay;None;Below Average;8;4;6;1;8;5;3;11;13;8;3;6;France;Sky Bet Championship;8;7;12;7;7;11;;11;12;19;7;14;5;8;8;2;3;3;2;3;1;2;1;4;3;€70K - €700K;Last Resort
Set;;16;AM (L);Midfielder;Yes;AM (RLC);14;11;12;16;16;13;8;10;2-4;13;;Intelligence;Speed;England;Weak;Mexico;True;Very Strong;185 cm;25;Good;Reasonable Knowledge;Above Average;3-5;8;12;3-5;11;4-6;2-4;13;11;13;12;9;England;;11;9;12;4-7;13;3-5;;8;16;13;9-11;11-13;9;9-12;11;1-2;1;1;2-5;1-3;1-3;1-3;1-3;2-4;1-2;€2.3M - €4.8M;Last Resort
Lst;;12;M (C);Midfielder;Yes;D (R), DM, M (C);12;13;13;15;10;10;13;12;9;12;;Unknown;Intelligence;Spain;Very Strong;Japan;False;Reasonable;175 cm;27;Fairly Okay;Extensive Knowledge;Very Low;13;9;12;12;6;12;2;14;11;12;10;10;Japan;Stars League;14;12;16;8;8;3;;13;11;17;11;11;9;15;9;2;3;1;4;2;3;3;2;1;3;€4.1M;Last Resort
;Javi Ontiveros;14;AM (L);Winger;Yes;M (RL), AM (RLC);13;14;5;9;14;12;6;15;3-5;16;D;Team Player;Skill;England;Very Strong;Spain;True;Fairly Strong;170 cm;28;Okay;Reasonable Knowledge;Average;3-5;15;14;5-7;15;3-5;2-4;14;13;15;14;15;Spain;Second Division;7;9;15;3-6;13;7-9;Cádiz;11;17;9;11-13;6-8;13;11-14;9;1-2;1-2;1-3;2-5;1-3;1-2;2-4;1-2;1-2;1-2;€6.8M - €8.4M;D
;Antonin Bobichon;9-13;M (C);Midfielder;Yes;M/AM (RLC);11-15;11-15;7-13;8-12;11-15;11-15;7-13;13-17;7-13;11-15;D;Marking;Technique;Russia;Very Strong;France;True;Fairly Strong;178 cm;30;Scouting Required;Minimal Knowledge;Above Average;6-10;13-17;10-14;4-10;13-17;7-11;1-5;8-14;9-13;12-16;9-13;13-19;France;Ligue 2 BKT;9-13;10-14;10-14;7-11;12-16;3-7;Pau FC;9-13;10-16;9-15;9-15;5-9;7-13;11-15;10-14;1-4;1-3;1-5;1-3;1-4;1-7;1-3;3-7;1-6;1-3;€230K - €2.3M;D
