Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
ESC;Luke Le Roux;12;DM;Midfielder;Yes;DM, M (C);10;12;8;12;12;13;13;11;11;12;C-;Unknown;Unknown;;;Unknown;Team Player;Brazil;Very Strong;;False;Reasonable;180 cm;25;Fairly Okay;Extensive Knowledge;Below Average;11;11;12;7;10;9;1;12;8;9;12;9;England;Sky Bet Championship;13;13;13;11;11;10;;12;10;12;12;15;11;12;12;2;3;3;1;1;2;2;4;3;2;€140K - €1.4M;C-
Inj;Todd Cantwell;12;AM (C);Midfielder;Yes;M/AM (C);15;15;7;13;11;14;7;12;6;16;C-;Unknown;Unknown;;;Unknown;Skill;Nigeria;Very Strong;England;False;Weak;177 cm;27;Fairly Good;Extensive Knowledge;High;10;15;15;1;10;5;3;16;10;13;13;12;England;Sky Bet Championship;14;14;15;11;13;14;;12;17;10;12;9;15;13;7;3;1;2;1;3;1;1;3;2;3;€8M - €11.5M;C-
;Mohamed Sylla;11;D (C);Centre-back;Yes;D (C);11;9;12;16;10;13;8;1;14;7;C-;Team Player;Unknown;;;Unknown;Heading;Spain;Very Strong;;False;Reasonable;182 cm;18;Quite Poor;Reasonable Knowledge;Below Average;13;5-9;8;2-5;4-8;14;1-4;8;1-3;1;1-3;4-7;Spain;National 3 - Group C;8;5;5-8;9;4-8;8;;10;4-7;17;7;15;8;12;9;1-2;3-6;2-5;1-4;1-5;3-6;1-5;1-5;1-3;1-3;€180K;C-
;Flynn Downes;12;DM;Defensive midfielder;Yes;DM, M (C);13;14;10;14;12;15;12;8;12;13;C-;Unknown;Unknown;;;Unknown;Team Player;Brazil;Very Strong;England;False;Weak;182 cm;26;Good;Extensive Knowledge;Above Average;15;8;13;8;7;10;2;14;8;13;7;9;England;Sky Bet Championship;15;14;13;14;10;13;;14;10;15;13;16;14;14;14;3;1;3;3;3;3;1;3;3;2;€21M - €30M;C-
;George Dobson;12;DM;Midfielder;Yes;DM, M (C);11;11;12;14;12;15;13;9;11;11;C-;Heading;Unknown;;;Unknown;Team Player;The Gambia;Very Strong;England;False;Weak;185 cm;27;Good;Extensive Knowledge;Below Average;14;10;14;6;6;10;2;12;11;10;10;9;England;Sky Bet Championship;18;17;12;11;11;16;Wrexham;12;11;14;12;15;11;13;17;2;3;1;2;3;1;1;2;3;2;€130K - €1.3M;C-
ESC;Luke Le Roux;12;DM;Midfielder;Yes;DM, M (C);10;12;8;12;12;13;13;11;11;12;C-;Unknown;Unknown;;;Unknown;Team Player;Brazil;Very Strong;South Africa;False;Reasonable;180 cm;25;Fairly Okay;Extensive Knowledge;Below Average;11;11;12;7;10;9;1;12;8;9;12;9;England;Sky Bet Championship;13;13;13;11;11;10;Portsmouth;12;10;12;12;15;11;12;12;2;3;3;1;1;2;2;4;3;2;€140K - €1.4M;C-
Inj;Todd Cantwell;12;AM (C);Midfielder;Yes;M/AM (C);15;15;7;13;11;14;7;12;6;16;C-;Unknown;Unknown;;;Unknown;Skill;Nigeria;Very Strong;England;False;Weak;177 cm;27;Fairly Good;Extensive Knowledge;High;10;15;15;1;10;5;3;16;10;13;13;12;England;Sky Bet Championship;14;14;15;11;13;14;Blackburn;12;17;10;12;9;15;13;7;3;1;2;1;3;1;1;3;2;3;€8M - €11.5M;C-
;Mohamed Sylla;11;D (C);Centre-back;Yes;D (C);11;9;12;16;10;13;8;1;14;7;C-;Team Player;Unknown;;;Unknown;Heading;Spain;Very Strong;Ivory Coast;False;Reasonable;182 cm;18;Quite Poor;Reasonable Knowledge;Below Average;13;5-9;8;2-5;4-8;14;1-4;8;1-3;1;1-3;4-7;Spain;National 3 - Group C;8;5;5-8;9;4-8;8;Valladolid B;10;4-7;17;7;15;8;12;9;1-2;3-6;2-5;1-4;1-5;3-6;1-5;1-5;1-3;1-3;€180K;C-
;Flynn Downes;12;DM;Defensive midfielder;Yes;DM, M (C);13;14;10;14;12;15;12;8;12;13;C-;Unknown;Unknown;;;Unknown;Team Player;Brazil;Very Strong;England;False;Weak;182 cm;26;Good;Extensive Knowledge;Above Average;15;8;13;8;7;10;2;14;8;13;7;9;England;Sky Bet Championship;15;14;13;14;10;13;Southampton;14;10;15;13;16;14;14;14;3;1;3;3;3;3;1;3;3;2;€21M - €30M;C-
Wnt;Yuto Nagatomo;11-17;D (L);Veteran full-back;Yes;D/WB/M (RL);12-18;8-12;6-10;16-20;12-16;11-15;8-12;2-6;10-14;8-12;C-;Heading;Unknown;;;Unknown;Athleticism;Suriname;Very Strong;Japan;False;Very Strong;170 cm;39;Scouting Required;Minimal Knowledge;Very Low;12-16;5-11;5-11;7-11;6-10;8-12;1-5;8-12;1-5;5-11;6-12;6-10;Japan;Second Division;9-13;13-17;10-14;8-12;9-15;11-17;FC Tokyo;10-14;5-9;14-18;9-13;8-14;10-14;10-16;7-11;1-4;1-5;4-8;1-2;1-4;1-5;1-5;1-5;1-5;1-4;€10K - €110K;C-
Inj;Arbnor Muja;14;AM (L);Winger;Yes;M/AM (RL);15;13;10;10;11;13;8;8;5-7;13;C-;Unknown;Unknown;;;Unknown;Team Player;Kosovo;Very Strong;Kosovo;False;Weak;179 cm;26;Good;Reasonable Knowledge;Very Low;7-9;10;13;6-9;11;7-9;3-6;13;10;14;13;12;Belgium;Saudi Premier Division;14;14;11;6-8;12;7-9;STVV;11;13;10;6-8;13-15;11;12-14;11;1-3;1-3;1-3;1-3;1-3;1-3;1-2;2-4;1;3-5;€150K - €1.5M;C-
;Patson Daka;16;ST (C);Striker;Yes;ST (C);14;13;12;13;15;13;11;7;8;12;C-;Unknown;Unknown;;;Unknown;Speed;France;Very Strong;Zambia;False;Reasonable;183 cm;26;Very Good;Extensive Knowledge;Above Average;8;9;10;11;11;10;3;11;13;10;8;6;England;Sky Bet Championship;15;14;12;11;12;9;Leicester;10;11;16;13;5;12;12;14;3;2;1;3;2;2;2;2;2;4;€5.2M - €7.4M;C-
;Mohammed Bouldini;13;ST (C);Forward;Yes;ST (C);12;14;12;13;13;13;14;6;5;12;C-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;Morocco;False;Reasonable;187 cm;29;Okay;Extensive Knowledge;Average;6;9;10;5;10;14;2;11;15;12;8;6;Spain;Saudi Premier Division;14;11;10;6;13;5;Granada;12;16;12;10;14;13;14;15;1;3;1;1;1;3;1;3;3;2;€1.3M - €2.7M;C-
Wnt;Yuto Nagatomo;11-17;D (L);Veteran full-back;Yes;D/WB/M (RL);12-18;8-12;6-10;16-20;12-16;11-15;8-12;2-6;10-14;8-12;C-;Heading;Unknown;;;Unknown;Athleticism;Suriname;Very Strong;Japan;False;Very Strong;170 cm;39;Scouting Required;Minimal Knowledge;Very Low;12-16;5-11;5-11;7-11;6-10;8-12;1-5;8-12;1-5;5-11;6-12;6-10;Japan;J1 League;9-13;13-17;10-14;8-12;9-15;11-17;FC Tokyo;10-14;5-9;14-18;9-13;8-14;10-14;10-16;7-11;1-4;1-5;4-8;1-2;1-4;1-5;1-5;1-5;1-5;1-4;€10K - €110K;C-
Inj;;6;D (C);Experienced centre-back;Yes;D (C);6;13;18;12;8;12;17;10;15;13;;Speed;Unknown;;;Unknown;Heading;Germany;Very Strong;Norway;True;Fairly Strong;199 cm;33;Extremely Good;Extensive Knowledge;Above Average;15;7;14;11;10;16;2;10;7;11;6;5;England;Sky Bet Championship;13;16;14;12;5;12;Leicester;13;8;13;13;10;14;12;15;3;3;4;3;2;1;3;2;2;1;€1.1M - €4.9M;Useful
;;14;AM (C);Midfielder;Yes;AM (LC);14;11;9;12;13;13;12;14;7;14;;Unknown;Unknown;;;Unknown;Speed;Nigeria;Very Strong;Belgium;True;Weak;172 cm;26;Fair;Extensive Knowledge;Average;7;14;13;6;11;9;1;13;13;14;15;13;England;;12;13;13;12;13;9;;13;14;13;13;9;13;12;15;2;2;2;3;2;2;2;2;3;2;€3.6M;Useful
;;15;AM (R);Winger;Yes;M/AM (RL);13;12;11;12;15;13;13;7;6-8;12;;Team Player;Unknown;;;Unknown;Speed;France;Reasonable;England;False;Very Strong;180 cm;27;Okay;Reasonable Knowledge;Very Low;6-9;11;12;7-9;7;10-13;3-5;13;11;14;14;11;Mexico;Stars League;8;9;14;3-6;10;7-9;;9;14;12;10-12;15-17;10;11-13;12;2-4;1-4;1-3;1-4;1-3;1-3;1-2;1-3;1-3;1-2;€230K - €2.3M;Useful
;;11;AM (C);Attacking midfielder;Yes;M/AM (C);14;11;5;12;12;13;6;12;6;15;;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;Belgium;True;Reasonable;172 cm;24;Perfect;Extensive Knowledge;Very Low;5;14;14;10;12;5;1;13;10;13;13;12;Belgium;National 3 - Group C;14;13;15;8;14;10;;14;14;10;13;12;13;13;14;1;1;3;2;1;3;2;1;2;3;€85K - €4.1M;Fringe player who could still improve
ESC;;13;AM (R);Winger;Yes;AM (RL);14;11;8;13;13;14;13;11;8;14;;Unknown;Unknown;;;Unknown;Athleticism;England;Very Strong;England;False;Fairly Strong;181 cm;26;Slightly Poor;Extensive Knowledge;High;10;12;10;11;10;11;3;14;11;14;12;10;England;Sky Bet Championship;13;12;11;11;12;10;;13;11;14;11;14;11;11;11;3;3;1;2;3;1;2;1;1;1;€1M - €9M;Useful
Inj;Jannik Vestergaard;6;D (C);Experienced centre-back;Yes;D (C);6;13;18;12;8;12;17;10;15;13;C-;Speed;Unknown;;;Unknown;Heading;Germany;Very Strong;Denmark;True;Fairly Strong;199 cm;33;Extremely Good;Extensive Knowledge;Above Average;15;7;14;11;10;16;2;10;7;11;6;5;England;Sky Bet Championship;13;16;14;12;5;12;Leicester;13;8;13;13;10;14;12;15;3;3;4;3;2;1;3;2;2;1;€1.1M - €4.9M;C-
;Mike Trésor;14;AM (C);Midfielder;Yes;AM (LC);14;11;9;12;13;13;12;14;7;14;C-;Unknown;Unknown;;;Unknown;Speed;Burundi;Very Strong;Belgium;True;Weak;172 cm;26;Fair;Extensive Knowledge;Average;7;14;13;6;11;9;1;13;13;14;15;13;England;Premier League;12;13;13;12;13;9;Burnley;13;14;13;13;9;13;12;15;2;2;2;3;2;2;2;2;3;2;€3.6M;C-
;José Luis Rodríguez;15;AM (R);Winger;Yes;M/AM (RL);13;12;11;12;15;13;13;7;6-8;12;C-;Team Player;Unknown;;;Unknown;Speed;France;Reasonable;Panama;False;Very Strong;180 cm;27;Okay;Reasonable Knowledge;Very Low;6-9;11;12;7-9;7;10-13;3-5;13;11;14;14;11;Mexico;First Division;8;9;14;3-6;10;7-9;FC Juárez;9;14;12;10-12;15-17;10;11-13;12;2-4;1-4;1-3;1-4;1-3;1-3;1-2;1-3;1-3;1-2;€230K - €2.3M;C-
;Yari Verschaeren;11;AM (C);Attacking midfielder;Yes;M/AM (C);14;11;5;12;12;13;6;12;6;15;C-;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;Belgium;True;Reasonable;172 cm;24;Perfect;Extensive Knowledge;Very Low;5;14;14;10;12;5;1;13;10;13;13;12;Belgium;Jupiler Pro League;14;13;15;8;14;10;RSC Anderlecht;14;14;10;13;12;13;13;14;1;1;3;2;1;3;2;1;2;3;€85K - €4.1M;C-
ESC;Jeon Jin-Woo;13;AM (R);Winger;Yes;AM (RL);14;11;8;13;13;14;13;11;8;14;C-;Unknown;Unknown;;;Unknown;Athleticism;England;Very Strong;South Korea;False;Fairly Strong;181 cm;26;Slightly Poor;Extensive Knowledge;High;10;12;10;11;10;11;3;14;11;14;12;10;England;Sky Bet Championship;13;12;11;11;12;10;Oxford United;13;11;14;11;14;11;11;11;3;3;1;2;3;1;2;1;1;1;€1M - €9M;C-
;;12;D (C);Centre-back;Yes;D (LC);13;13;16;14;13;16;13;4-7;14;12;;Unknown;Unknown;;;Unknown;Heading;Portugal;Weak;England;False;Very Strong;193 cm;25;Extremely Good;Reasonable Knowledge;Very Low;14;3-6;14;6-8;6;13;1-3;12;8-11;12;12-14;4-6;England;Sky Bet Championship;15;14;11-13;14;10-13;13;;11;4-6;12;10;12;12;13;13;2-4;1-3;1-3;1-4;1-3;1-3;1-3;1-3;1-3;2-4;€20M - €30M;Useful
;;13;D (L);Full-back;Yes;D/WB (L);12;10;11;10;12;12;9;7;12;12;;Unknown;Unknown;;;Unknown;Team Player;Pays Basque;Reasonable;England;False;Very Strong;180 cm;24;Fairly Good;Extensive Knowledge;High;13;7;12;7;6;10;1;11;10;12;13;9;England;Stars League;14;13;12;12;13;6;;9;11;13;12;13;11;13;13;3;2;1;2;1;2;2;2;3;3;€80K - €800K;Useful
;;13;AM (L);Winger;Yes;AM (RL), ST (C);11;12;13;14;13;14;14;11;7;13;;Intelligence;Unknown;;;Unknown;Athleticism;England;Very Strong;England;False;Fairly Strong;185 cm;26;Okay;Extensive Knowledge;Low;7;13;11;3;12;12;1;10;13;13;9;5;England;Stars League;11;12;12;5;12;7;;10;10;13;12;10;11;10;11;2;3;2;2;3;3;1;1;3;3;€200K - €4.5M;Useful
;;15;AM (R);Winger;Yes;M/AM (R);15;13;8;12;15;12;7;13;7;14;;Team Player;Unknown;;;Unknown;Speed;Spain;Fairly Strong;Nigeria;True;Very Strong;177 cm;25;Good;Extensive Knowledge;High;7;13;10;7;13;7;2;13;12;14;12;12;Spain;Stars League;9;7;11;7;12;10;;8;11;14;7;8;12;9;7;1;3;2;3;3;2;3;3;1;1;€6.4M - €7.8M;Useful
;Jacob Greaves;12;D (C);Centre-back;Yes;D (LC);13;13;16;14;13;16;13;4-7;14;12;C-;Unknown;Unknown;;;Unknown;Heading;Portugal;Weak;England;False;Very Strong;193 cm;25;Extremely Good;Reasonable Knowledge;Very Low;14;3-6;14;6-8;6;13;1-3;12;8-11;12;12-14;4-6;England;Sky Bet Championship;15;14;11-13;14;10-13;13;Ipswich;11;4-6;12;10;12;12;13;13;2-4;1-3;1-3;1-4;1-3;1-3;1-3;1-3;1-3;2-4;€20M - €30M;C-
;Matty Jacob;13;D (L);Full-back;Yes;D/WB (L);12;10;11;10;12;12;9;7;12;12;C-;Unknown;Unknown;;;Unknown;Team Player;Pays Basque;Reasonable;England;False;Very Strong;180 cm;24;Fairly Good;Extensive Knowledge;High;13;7;12;7;6;10;1;11;10;12;13;9;England;Stars League;14;13;12;12;13;6;Hull;9;11;13;12;13;11;13;13;3;2;1;2;1;2;2;2;3;3;€80K - €800K;C-
;Ben Brereton Díaz;13;AM (L);Winger;Yes;AM (RL), ST (C);11;12;13;14;13;14;14;11;7;13;C-;Intelligence;Unknown;;;Unknown;Athleticism;England;Very Strong;England;False;Fairly Strong;185 cm;26;Okay;Extensive Knowledge;Low;7;13;11;3;12;12;1;10;13;13;9;5;England;Stars League;11;12;12;5;12;7;Derby;10;10;13;12;10;11;10;11;2;3;2;2;3;3;1;1;3;3;€200K - €4.5M;C-
;Juan Cruz;15;AM (R);Winger;Yes;M/AM (R);15;13;8;12;15;12;7;13;7;14;C-;Team Player;Unknown;;;Unknown;Speed;Spain;Fairly Strong;Argentina;True;Very Strong;177 cm;25;Good;Extensive Knowledge;High;7;13;10;7;13;7;2;13;12;14;12;12;Spain;Second Division;9;7;11;7;12;10;Leganés;8;11;14;7;8;12;9;7;1;3;2;3;3;2;3;3;1;1;€6.4M - €7.8M;C-
Lst;Ryan Longman;14;AM (R);Winger;Yes;WB/M/AM (RL);13;9;9;14;13;10;7;7;7;10;C-;Intelligence;Unknown;;;Unknown;Speed;France;Very Strong;England;False;Fairly Strong;180 cm;24;Fair;Extensive Knowledge;Below Average;7;9;10;6;14;7;1;10;8;13;11;11;England;Sky Bet Championship;15;11;10;8;12;3;Wrexham;8;11;14;9;9;9;11;10;3;3;2;2;3;2;3;3;1;3;€2.6M;C-
Inj;Di'Shon Bernard;14;D (C);Centre-back;Yes;D (C);12;12;14;16;14;13;14;4;12;11;C-;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;189 cm;24;Okay;Extensive Knowledge;Low;13;5;13;9;6;12;1;12;4;10;8;4;England;Sky Bet Championship;14;12;10;15;7;11;;11;4;13;11;13;11;12;14;2;3;1;2;3;3;2;1;4;1;€5.4M - €9.2M;C-
;Alessio Zerbin;14;AM (R);Winger;Yes;WB/M (R), AM (RL);14;13;10;15;13;14;10;5;8;12;C-;Unknown;Unknown;;;Unknown;Speed;Haiti;Very Strong;Italy;True;Reasonable;182 cm;26;Fairly Good;Extensive Knowledge;Low;10;10;12;7;12;8;1;13;11;12;13;8;Italy;Serie A;13;14;12;9;13;7;;11;15;14;12;10;12;13;10;3;3;3;2;2;3;2;4;1;3;€300K - €3M;C-
Inj;Harry Clarke;15;D (R);Full-back;Yes;D (RC), WB (R);11;9;13;14;15;13;13;4;12;10;C-;Unknown;Unknown;;;Unknown;Speed;Guadeloupe;Very Strong;England;False;Reasonable;188 cm;24;Fairly Good;Extensive Knowledge;High;14;6;12;18;10;13;2;12;9;12;12;6;England;Sky Bet Championship;17;14;8;11;9;13;;12;6;14;11;13;11;12;13;2;3;2;1;1;4;2;1;3;2;€8M - €9.6M;C-
;Zak Swanson;13;D (R);Full-back;Yes;D (RL), WB (R);13;11;12;13;13;13;12;8;13;12;C-;Positioning;Unknown;;;Unknown;Speed;Angola;Very Strong;England;False;Fairly Strong;189 cm;24;Fairly Okay;Extensive Knowledge;Very High;13;5;12;12;9;10;2;12;5;11;11;13;England;Sky Bet Championship;14;13;11;9;11;9;Portsmouth;11;9;12;12;12;11;11;12;2;1;2;3;1;2;2;3;1;2;€700K - €8.2M;C-
Inj;Di'Shon Bernard;14;D (C);Centre-back;Yes;D (C);12;12;14;16;14;13;14;4;12;11;C-;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;189 cm;24;Okay;Extensive Knowledge;Low;13;5;13;9;6;12;1;12;4;10;8;4;England;Sky Bet Championship;14;12;10;15;7;11;Sheffield Wednesday;11;4;13;11;13;11;12;14;2;3;1;2;3;3;2;1;4;1;€5.4M - €9.2M;C-
;Alessio Zerbin;14;AM (R);Winger;Yes;WB/M (R), AM (RL);14;13;10;15;13;14;10;5;8;12;C-;Unknown;Unknown;;;Unknown;Speed;Haiti;Very Strong;Italy;True;Reasonable;182 cm;26;Fairly Good;Extensive Knowledge;Low;10;10;12;7;12;8;1;13;11;12;13;8;Italy;Serie A;13;14;12;9;13;7;Cremonese;11;15;14;12;10;12;13;10;3;3;3;2;2;3;2;4;1;3;€300K - €3M;C-
Inj;Harry Clarke;15;D (R);Full-back;Yes;D (RC), WB (R);11;9;13;14;15;13;13;4;12;10;C-;Unknown;Unknown;;;Unknown;Speed;Guadeloupe;Very Strong;England;False;Reasonable;188 cm;24;Fairly Good;Extensive Knowledge;High;14;6;12;18;10;13;2;12;9;12;12;6;England;Sky Bet Championship;17;14;8;11;9;13;Charlton;12;6;14;11;13;11;12;13;2;3;2;1;1;4;2;1;3;2;€8M - €9.6M;C-
;Moussa Niakhaté;9-13;D (C);Powerful centre-back;Yes;D (C);12-16;13-17;14-20;12-16;11-15;12-16;11-17;3-7;11-17;10-14;C-;Unknown;Unknown;;;Unknown;Heading;;Reasonable;;True;Very Strong;190 cm;29;Scouting Required;Minimal Knowledge;Low;12-16;15-19;11-15;14-20;4-8;13-17;1-5;8-14;4-8;10-14;4-8;3-9;;Stars League;11-15;11-15;10-14;10-14;10-14;13-17;;11-15;10-16;12-18;10-16;12-16;8-14;13-17;14-18;1-5;1-3;1-3;1-3;1-3;1-7;1-4;2-6;2-8;1;€12.5M - €20M;C-
Inj;Aji Alese;14;D (C);Centre-back;Yes;D (LC);13;11;15;13;15;15;12;2;13;12;C-;Unknown;Unknown;;;Unknown;Speed;;Reasonable;England;False;Very Strong;183 cm;24;Fairly Poor;Extensive Knowledge;Very High;12;4;11;10;2;12;3;11;9;13;10;1;England;Sky Bet Championship;11;12;10;13;10;14;Portsmouth;11;7;12;12;10;12;12;13;2;1;2;3;2;3;3;3;3;1;€600K - €6.6M;C-
;Cédric Kipré;11;D (C);Centre-back;Yes;D (C);12;11;14;12;13;13;19;8;13;13;C-;Unknown;Unknown;;;Unknown;Athleticism;;Very Strong;;True;Weak;193 cm;28;Good;Extensive Knowledge;Below Average;12;8;14;5;9;14;2;12;9;12;7;4;England;Sky Bet Championship;12;12;13;14;7;9;Ipswich;12;8;15;12;13;16;12;16;2;2;3;3;1;1;3;3;3;3;€6.2M - €9M;C-
;Donny van de Beek;11;M (C);Midfielder;Yes;DM, M/AM (C);12;13;13;12;12;15;10;13;10;15;C-;Marking;Unknown;;;Unknown;Team Player;Croatia;Very Strong;;True;Fairly Strong;184 cm;28;Good;Extensive Knowledge;Above Average;10;11;14;7;12;11;2;15;12;12;12;11;Spain;Sal Premier;17;16;13;8;16;10;;12;13;13;11;11;14;12;12;3;1;2;2;3;3;3;2;1;1;€8.6M - €10M;C-
;Moussa Niakhaté;9-13;D (C);Powerful centre-back;Yes;D (C);12-16;13-17;14-20;12-16;11-15;12-16;11-17;3-7;11-17;10-14;C-;Unknown;Unknown;;;Unknown;Heading;France;Reasonable;France;True;Very Strong;190 cm;29;Scouting Required;Minimal Knowledge;Low;12-16;15-19;11-15;14-20;4-8;13-17;1-5;8-14;4-8;10-14;4-8;3-9;France;Stars League;11-15;11-15;10-14;10-14;10-14;13-17;OL;11-15;10-16;12-18;10-16;12-16;8-14;13-17;14-18;1-5;1-3;1-3;1-3;1-3;1-7;1-4;2-6;2-8;1;€12.5M - €20M;C-
Inj;Aji Alese;14;D (C);Centre-back;Yes;D (LC);13;11;15;13;15;15;12;2;13;12;C-;Unknown;Unknown;;;Unknown;Speed;Nigeria;Reasonable;England;False;Very Strong;183 cm;24;Fairly Poor;Extensive Knowledge;Very High;12;4;11;10;2;12;3;11;9;13;10;1;England;Sky Bet Championship;11;12;10;13;10;14;Portsmouth;11;7;12;12;10;12;12;13;2;1;2;3;2;3;3;3;3;1;€600K - €6.6M;C-
;Cédric Kipré;11;D (C);Centre-back;Yes;D (C);12;11;14;12;13;13;19;8;13;13;C-;Unknown;Unknown;;;Unknown;Athleticism;France;Very Strong;France;True;Weak;193 cm;28;Good;Extensive Knowledge;Below Average;12;8;14;5;9;14;2;12;9;12;7;4;England;Sky Bet Championship;12;12;13;14;7;9;Ipswich;12;8;15;12;13;16;12;16;2;2;3;3;1;1;3;3;3;3;€6.2M - €9M;C-
;Donny van de Beek;11;M (C);Midfielder;Yes;DM, M/AM (C);12;13;13;12;12;15;10;13;10;15;C-;Marking;Unknown;;;Unknown;Team Player;Croatia;Very Strong;Netherlands;True;Fairly Strong;184 cm;28;Good;Extensive Knowledge;Above Average;10;11;14;7;12;11;2;15;12;12;12;11;Spain;First Division;17;16;13;8;16;10;Girona;12;13;13;11;11;14;12;12;3;1;2;2;3;3;3;2;1;1;€8.6M - €10M;C-
;Antonio Sivera;7-11;GK;Goalkeeper;Yes;GK;13-17;11-15;10-16;5-9;11-15;11-15;6-12;5-9;1-6;3-7;C-;Heading;Unknown;;;Unknown;Team Player;The Gambia;Very Strong;Spain;True;Weak;185 cm;29;Scouting Required;Minimal Knowledge;Average;1-4;1-5;12-16;1-3;1-5;1-5;9-15;2-8;1-4;2-6;1-3;1-7;Spain;First Division;10-14;5-9;10-14;11-15;2-6;10-14;;12-16;1-5;10-16;12-18;3-7;9-15;13-17;11-15;8-14;6-10;11-15;15-19;6-10;12-18;11-15;14-18;6-12;9-13;€31M - €38M;C-
;Luke Cundle;14;M (C);Midfielder;Yes;DM, M/AM (C);15;14;8;14;11;13;7-9;10;6-8;13;C-;Marking;Unknown;;;Unknown;Speed;Spain;Very Strong;England;False;Weak;170 cm;23;Fairly Good;Reasonable Knowledge;Average;7-10;9-11;12;3-5;11;6;2-4;13;11;12;9;12;England;National 3 - Group C;12;14;14;8;12-14;7;;12;10;13;11-13;7-9;12;12-14;8-11;3-5;1-4;1-3;1-4;1-3;1-2;1;1-3;2-4;1-2;€500K - €8.8M;C-
;Danel Sinani;12;AM (R);Attacking midfielder;Yes;M/AM (RC);12;12;10;12;12;16;11;15;8;15;C-;Unknown;Unknown;;;Unknown;Team Player;Kosovo;Reasonable;;True;Very Strong;185 cm;28;Quite Good;Extensive Knowledge;Average;8;15;13;5;12;6;1;14;10;13;12;15;Germany;;15;15;13;8;10;11;;11;15;13;10;13;12;11;12;1;2;2;3;3;3;2;3;2;3;€375K - €3.8M;C-
Set;Oriol Romeu;8;DM;Veteran midfielder;Yes;DM, M (C);9;14;10;15;8;12;14;6;14;13;C-;Unknown;Unknown;;;Unknown;Team Player;Brazil;Very Strong;Spain;True;Weak;182 cm;34;Good;Extensive Knowledge;Average;15;8;13;10;10;12;3;13;8;9;8;7;England;Sky Bet Championship;16;18;13;16;9;13;Southampton;15;9;15;13;16;14;14;16;2;1;4;1;1;2;4;2;2;3;€275K - €2.7M;C-
;Leif Davis;15;D (L);Full-back;Yes;D/WB (L);13;12;12;15;15;17;10;14;12;12;C-;Unknown;Unknown;;;Unknown;Speed;Poland;Very Weak;England;False;Very Strong;178 cm;25;Good;Extensive Knowledge;Below Average;13;6;13;11;6;11;1;14;6;13;16;17;England;Sky Bet Championship;15;14;13;11;12;5;Ipswich;12;11;12;12;9;13;12;12;2;1;1;1;2;1;4;3;2;2;€21M - €25M;C-
;Antonio Sivera;7-11;GK;Goalkeeper;Yes;GK;13-17;11-15;10-16;5-9;11-15;11-15;6-12;5-9;1-6;3-7;C-;Heading;Unknown;;;Unknown;Team Player;The Gambia;Very Strong;Spain;True;Weak;185 cm;29;Scouting Required;Minimal Knowledge;Average;1-4;1-5;12-16;1-3;1-5;1-5;9-15;2-8;1-4;2-6;1-3;1-7;Spain;First Division;10-14;5-9;10-14;11-15;2-6;10-14;Alavés;12-16;1-5;10-16;12-18;3-7;9-15;13-17;11-15;8-14;6-10;11-15;15-19;6-10;12-18;11-15;14-18;6-12;9-13;€31M - €38M;C-
;Luke Cundle;14;M (C);Midfielder;Yes;DM, M/AM (C);15;14;8;14;11;13;7-9;10;6-8;13;C-;Marking;Unknown;;;Unknown;Speed;Spain;Very Strong;England;False;Weak;170 cm;23;Fairly Good;Reasonable Knowledge;Average;7-10;9-11;12;3-5;11;6;2-4;13;11;12;9;12;England;National 3 - Group C;12;14;14;8;12-14;7;Millwall;12;10;13;11-13;7-9;12;12-14;8-11;3-5;1-4;1-3;1-4;1-3;1-2;1;1-3;2-4;1-2;€500K - €8.8M;C-
;Danel Sinani;12;AM (R);Attacking midfielder;Yes;M/AM (RC);12;12;10;12;12;16;11;15;8;15;C-;Unknown;Unknown;;;Unknown;Team Player;Kosovo;Reasonable;Serbia;True;Very Strong;185 cm;28;Quite Good;Extensive Knowledge;Average;8;15;13;5;12;6;1;14;10;13;12;15;Germany;Bundesliga;15;15;13;8;10;11;FC St. Pauli;11;15;13;10;13;12;11;12;1;2;2;3;3;3;2;3;2;3;€375K - €3.8M;C-
